id,frequency,last_donation,blood_group,sex,distance
43257,0.50,417,B+,M,27
44061,0.50,404,B-,M,27
44104,0.50,201,0-,M,21
44227,0.50,24,0-,M,22
44695,0.50,589,0+,M,26
40521,0.49,341,0+,Z,17
40670,0.49,523,0-,M,25
41130,0.49,183,0+,M,24
41223,0.49,217,A+,M,27
41244,0.49,190,0-,M,15
41643,0.49,652,A+,Z,8
42002,0.49,28,B+,Z,6
42279,0.49,510,A-,M,18
42418,0.49,144,A+,M,18
42921,0.49,527,A-,M,13
44029,0.49,212,A+,M,17
44454,0.49,469,B-,M,13
44516,0.49,299,B+,M,6
44873,0.49,667,B-,M,5
44918,0.49,132,A-,Z,25
41377,0.48,67,0+,Z,1
41385,0.48,370,A-,M,25
41881,0.48,213,A+,M,1
42097,0.48,627,0-,M,7
42295,0.48,679,0+,M,28
42463,0.48,667,AB+,M,25
42933,0.48,306,A+,M,18
43102,0.48,233,A+,M,24
43404,0.48,254,0-,Z,6
43495,0.48,450,0-,M,30
43782,0.48,62,AB+,M,4
44048,0.48,468,0+,Z,0
44353,0.48,233,0+,Z,25
44431,0.48,588,A-,M,28
44457,0.48,72,A-,Z,7
44835,0.48,715,0-,Z,8
44900,0.48,208,0+,M,22
40510,0.47,174,0+,M,19
40575,0.47,636,0+,Z,25
40678,0.47,642,A+,M,29
40738,0.47,405,B-,M,26
42373,0.47,729,A+,M,17
42446,0.47,238,A-,M,17
42940,0.47,528,A-,M,12
43179,0.47,182,0-,M,12
43581,0.47,256,AB+,M,9
44151,0.47,446,AB+,M,3
44558,0.47,629,0-,M,20
40534,0.46,440,A-,M,25
40547,0.46,600,A-,M,10
40902,0.46,192,A+,M,30
41139,0.46,646,B-,M,6
41281,0.46,117,A+,M,21
41317,0.46,575,0+,M,16
41549,0.46,114,A+,Z,22
41586,0.46,72,A-,Z,17
41821,0.46,20,0+,Z,12
42199,0.46,461,A+,Z,18
42321,0.46,446,A+,M,17
42479,0.46,360,0+,M,21
42686,0.46,281,A+,M,13
42781,0.46,760,A-,Z,6
42792,0.46,442,0-,Z,17
42954,0.46,336,0+,Z,26
42961,0.46,699,0-,M,17
43171,0.46,456,B-,M,14
43503,0.46,186,A+,M,26
43509,0.46,214,B+,M,21
44194,0.46,562,0+,M,0
44365,0.46,210,0+,Z,19
44652,0.46,208,A-,M,28
40983,0.45,350,0-,M,28
41160,0.45,632,0+,M,28
41340,0.45,372,B-,Z,5
41357,0.45,579,0+,M,16
41384,0.45,123,0+,M,21
41391,0.45,339,A-,M,30
41566,0.45,222,A+,Z,2
42190,0.45,226,A+,M,5
42226,0.45,374,A+,M,6
42594,0.45,92,0-,M,12
43210,0.45,704,0+,M,8
43291,0.45,525,0-,M,30
43450,0.45,548,0+,M,9
43586,0.45,510,0-,M,27
44009,0.45,787,A+,M,11
44245,0.45,582,0-,M,13
44714,0.45,260,A-,M,18
40518,0.44,729,A+,M,9
40629,0.44,308,B-,M,21
40750,0.44,151,0+,Z,8
40882,0.44,714,AB+,M,9
41346,0.44,773,A+,M,9
41427,0.44,246,A+,Z,25
41501,0.44,169,A+,Z,12
41537,0.44,280,A+,Z,24
41849,0.44,787,0-,M,10
41905,0.44,605,0+,M,19
42168,0.44,537,B-,Z,26
42294,0.44,724,A+,M,26
42359,0.44,538,0+,M,8
42550,0.44,80,B-,M,0
42617,0.44,239,0-,M,13
42696,0.44,554,A-,M,3
42992,0.44,689,A+,M,26
43312,0.44,768,0-,Z,12
43390,0.44,533,0+,M,30
43496,0.44,421,A+,M,14
43752,0.44,24,A+,M,7
43981,0.44,806,A+,M,14
44157,0.44,610,A+,Z,5
44604,0.44,548,B-,M,10
44783,0.44,271,0-,M,3
40573,0.43,175,A-,M,12
41091,0.43,574,0-,Z,15
41491,0.43,707,A-,M,1
42041,0.43,581,0+,M,20
42826,0.43,674,0+,M,20
42851,0.43,242,B-,M,20
43518,0.43,618,0+,Z,11
43855,0.43,63,A+,M,14
44184,0.43,777,0+,Z,6
44254,0.43,147,B+,Z,2
44441,0.43,546,0-,M,13
44791,0.43,775,A+,M,0
40456,0.42,715,B+,M,6
40628,0.42,751,0-,M,28
40909,0.42,461,A-,Z,22
41128,0.42,146,A+,M,1
41179,0.42,240,A+,M,27
41466,0.42,421,A+,Z,22
41519,0.42,596,0+,M,10
41885,0.42,311,0+,M,25
42272,0.42,178,AB+,M,4
42307,0.42,648,0+,M,2
42553,0.42,165,B-,M,26
42688,0.42,728,AB+,M,18
42882,0.42,561,0+,Z,11
43175,0.42,889,0-,M,26
43364,0.42,167,A-,Z,18
43465,0.42,735,0-,Z,13
43839,0.42,388,B+,M,23
43891,0.42,393,A+,M,6
43988,0.42,791,0+,M,28
44015,0.42,560,A+,M,27
44031,0.42,277,0-,M,13
44121,0.42,821,A+,M,16
44247,0.42,666,A+,M,22
44324,0.42,741,0-,M,24
44351,0.42,410,B+,M,6
44498,0.42,837,A+,M,23
40731,0.41,208,A+,Z,17
40784,0.41,283,AB+,M,22
40919,0.41,778,A-,M,10
41098,0.41,226,0+,M,5
41257,0.41,356,0+,M,8
41520,0.41,266,A-,M,2
42020,0.41,158,B-,Z,29
42099,0.41,454,AB+,M,21
42264,0.41,198,B+,M,9
42712,0.41,651,A+,Z,18
43199,0.41,844,A-,M,1
43344,0.41,600,B-,M,23
43412,0.41,571,0+,M,12
43520,0.41,686,A+,M,10
43884,0.41,433,0+,Z,1
44083,0.41,319,0+,M,22
44446,0.41,96,0+,M,19
44529,0.41,45,AB+,M,7
40520,0.40,700,A-,M,14
40715,0.40,544,0+,Z,19
40893,0.40,827,A+,M,6
40977,0.40,217,A+,M,25
41224,0.40,614,0+,M,5
41558,0.40,302,0-,M,9
42098,0.40,751,A-,Z,13
42378,0.40,536,B-,M,16
42707,0.40,423,AB+,Z,18
42955,0.40,468,A-,M,13
43030,0.40,545,0+,M,18
43115,0.40,490,A+,M,24
43488,0.40,879,0+,M,9
43576,0.40,358,0+,Z,29
43902,0.40,246,0+,M,30
44531,0.40,725,AB-,M,12
44545,0.40,279,0+,M,15
44670,0.40,686,0-,M,9
44702,0.40,917,0-,M,13
44851,0.40,332,0+,Z,17
40537,0.39,105,0+,Z,28
40807,0.39,526,0+,Z,26
41013,0.39,680,0+,M,3
41888,0.39,377,0+,Z,8
42460,0.39,530,AB-,M,17
42475,0.39,365,0+,M,6
42500,0.39,928,0-,M,17
42559,0.39,36,0+,M,7
42677,0.39,136,A-,M,25
42683,0.39,301,A+,Z,4
42868,0.39,861,0+,M,18
43029,0.39,780,A-,Z,23
43071,0.39,365,A+,Z,28
43426,0.39,851,0-,Z,1
43590,0.39,734,A-,M,20
44658,0.39,438,A+,M,14
44738,0.39,602,0-,Z,13
44793,0.39,73,A+,M,25
44803,0.39,115,A-,M,29
40689,0.38,671,AB+,M,16
41338,0.38,194,A+,Z,2
41596,0.38,488,B+,M,9
41968,0.38,465,AB+,M,13
42128,0.38,70,A+,M,15
42188,0.38,297,B+,Z,7
42482,0.38,775,A+,M,29
42490,0.38,233,A+,M,12
42974,0.38,55,0-,Z,20
43178,0.38,646,B+,M,17
43241,0.38,181,0+,M,24
44017,0.38,214,A+,M,11
44490,0.38,448,0+,Z,1
44509,0.38,551,A+,M,13
44736,0.38,420,0+,M,9
40709,0.37,722,A+,Z,18
40801,0.37,167,B-,M,24
41045,0.37,517,A-,M,26
41562,0.37,468,0+,M,6
41680,0.37,366,0+,M,30
42474,0.37,833,0+,M,14
42723,0.37,104,A+,M,11
42934,0.37,436,A+,M,23
42957,0.37,35,B+,M,29
43000,0.37,435,0+,Z,11
43150,0.37,650,AB-,M,27
43228,0.37,406,0+,M,5
43242,0.37,284,0-,Z,6
44140,0.37,998,A+,M,26
44814,0.37,181,0+,M,22
40543,0.36,333,0+,M,13
40873,0.36,522,0+,Z,1
40950,0.36,798,0+,M,7
41023,0.36,733,A-,Z,14
42037,0.36,65,A+,M,10
42136,0.36,273,A+,M,23
42257,0.36,99,0-,M,24
42505,0.36,767,0+,Z,28
42507,0.36,951,0-,M,17
42786,0.36,3,0+,M,28
43100,0.36,79,A-,M,18
43107,0.36,164,A+,M,13
43300,0.36,519,A+,M,11
43529,0.36,500,A-,M,26
43899,0.36,9,A+,M,29
43904,0.36,455,A+,M,23
44403,0.36,286,A-,M,25
44480,0.36,762,A+,Z,1
44592,0.36,595,0+,M,10
44627,0.36,326,0+,Z,3
44797,0.36,840,0+,M,11
40564,0.35,171,AB+,M,30
41051,0.35,153,B+,M,18
41330,0.35,74,0+,Z,9
41546,0.35,886,B+,M,5
42381,0.35,964,0+,Z,28
42561,0.35,16,A-,M,27
42962,0.35,925,A+,M,5
43076,0.35,380,0-,M,20
43087,0.35,720,A-,Z,12
43783,0.35,262,0-,M,0
44119,0.35,32,B-,M,15
44197,0.35,1010,0+,M,4
44391,0.35,378,0+,M,21
44692,0.35,109,0-,Z,3
40852,0.34,234,0-,M,17
40932,0.34,369,0+,M,29
40996,0.34,421,0+,M,2
41088,0.34,160,0+,M,2
41355,0.34,906,A-,M,25
41908,0.34,245,AB-,Z,18
42586,0.34,995,0+,M,3
42908,0.34,230,A-,M,23
43421,0.34,966,A+,M,9
43440,0.34,711,A+,M,8
43745,0.34,690,B-,M,8
43847,0.34,462,A+,Z,7
44008,0.34,364,A-,M,21
44426,0.34,1071,AB+,M,22
44482,0.34,654,B-,M,13
44543,0.34,839,0+,Z,29
44583,0.34,37,0+,M,26
40645,0.33,355,0+,M,17
41181,0.33,592,B-,M,21
41535,0.33,472,0+,M,29
41712,0.33,38,B+,M,29
41808,0.33,861,0+,M,6
42100,0.33,237,A+,Z,18
42150,0.33,300,0-,M,12
42343,0.33,435,AB-,Z,22
42422,0.33,705,0+,M,9
43068,0.33,437,0+,M,24
43296,0.33,251,0+,Z,28
43627,0.33,261,B-,M,7
43729,0.33,909,AB+,M,28
43820,0.33,811,A-,M,18
43886,0.33,940,0-,Z,21
44266,0.33,712,A+,M,2
44285,0.33,112,B-,M,14
44294,0.33,495,0+,M,13
44321,0.33,291,A+,M,17
44474,0.33,479,0+,Z,15
40717,0.32,858,0+,Z,4
40795,0.32,1088,A+,Z,18
40798,0.32,948,0+,M,1
40832,0.32,230,B-,Z,19
40998,0.32,292,0+,M,18
41000,0.32,1106,A+,M,17
41080,0.32,747,AB+,M,24
41159,0.32,23,0+,Z,19
41425,0.32,318,0+,M,1
41620,0.32,103,0+,M,26
42080,0.32,457,B+,M,4
42504,0.32,1002,A+,M,25
42988,0.32,31,AB+,Z,5
43205,0.32,931,AB+,M,4
43407,0.32,486,0+,M,3
43480,0.32,171,A+,Z,4
43534,0.32,610,0+,M,12
44063,0.32,383,0+,M,19
44164,0.32,940,0+,Z,20
44267,0.32,195,0+,M,1
44606,0.32,1049,B-,M,30
44609,0.32,492,B-,Z,21
40790,0.31,183,0+,M,29
41010,0.31,399,A-,M,24
41462,0.31,212,AB+,Z,29
42206,0.31,1044,0+,M,24
42512,0.31,282,A+,Z,2
42867,0.31,658,B-,M,14
43173,0.31,576,0+,Z,3
43280,0.31,762,0+,M,27
43399,0.31,887,0+,M,11
43435,0.31,677,A+,Z,21
43660,0.31,608,0-,M,14
44478,0.31,198,A-,Z,25
44502,0.31,765,0+,M,0
44675,0.31,691,0-,M,23
44699,0.31,406,A+,M,15
40609,0.30,749,0-,M,6
40734,0.30,1182,0-,M,13
40769,0.30,1121,0+,M,27
41106,0.30,571,A-,M,13
41483,0.30,512,0+,Z,10
41714,0.30,805,A-,Z,20
41757,0.30,188,0+,M,1
41855,0.30,1038,0+,Z,6
41890,0.30,312,A+,M,29
41980,0.30,703,B-,Z,4
41988,0.30,443,0+,M,14
42016,0.30,510,A-,M,0
42102,0.30,782,A+,M,2
42249,0.30,745,0+,M,8
42480,0.30,218,A+,M,4
42614,0.30,689,B-,Z,11
44411,0.30,999,B-,M,12
44607,0.30,713,A+,M,28
40560,0.29,1119,A+,M,9
40651,0.29,548,A+,M,8
40724,0.29,937,0+,Z,25
40783,0.29,249,A+,M,15
40883,0.29,420,0+,M,20
40901,0.29,1023,A+,M,29
40980,0.29,1110,A+,M,28
40986,0.29,199,0-,M,22
41081,0.29,1042,A+,Z,28
42012,0.29,595,A+,M,6
42221,0.29,915,0-,M,9
42506,0.29,60,B+,M,24
42749,0.29,589,A+,M,6
43191,0.29,258,0+,M,5
43442,0.29,632,0+,M,22
43468,0.29,1203,A+,M,18
43638,0.29,729,0+,M,24
43706,0.29,554,A+,M,16
43814,0.29,1213,0+,Z,1
43900,0.29,561,AB-,Z,21
44751,0.29,1164,AB-,M,20
40895,0.28,1040,B-,M,23
41180,0.28,1049,A-,M,30
41184,0.28,1291,0+,Z,22
41294,0.28,1018,AB+,M,8
41639,0.28,886,0+,M,22
42287,0.28,910,0+,M,0
42346,0.28,751,AB-,M,10
42349,0.28,147,A-,Z,2
42629,0.28,395,A+,M,0
42721,0.28,692,A+,M,7
42856,0.28,774,A+,M,18
42907,0.28,999,0+,Z,22
43072,0.28,568,B-,M,0
43099,0.28,99,0+,M,27
43359,0.28,766,A+,M,0
44033,0.28,531,B-,M,1
44211,0.28,489,0+,M,14
44240,0.28,739,A+,M,11
44273,0.28,415,A+,Z,28
44579,0.28,565,0+,Z,26
44686,0.28,1274,0+,Z,14
44854,0.28,1174,0+,M,25
40677,0.27,1357,0+,Z,30
40787,0.27,1086,A+,M,10
40791,0.27,295,AB+,M,24
40930,0.27,736,0+,M,25
40935,0.27,172,0-,Z,17
41059,0.27,1002,A+,M,15
41249,0.27,470,A+,M,3
41402,0.27,168,0-,Z,3
41694,0.27,942,A+,M,11
41957,0.27,1172,B+,M,19
42356,0.27,1199,0+,Z,7
42468,0.27,722,0+,M,15
42763,0.27,64,A+,M,7
43069,0.27,582,A-,M,3
43194,0.27,362,0-,M,18
43315,0.27,796,0+,M,3
43338,0.27,274,A+,M,26
43347,0.27,238,A+,M,9
43721,0.27,328,A+,M,15
43765,0.27,367,A+,M,12
43938,0.27,1113,A+,M,21
44138,0.27,689,B-,M,19
44205,0.27,853,0+,M,27
44257,0.27,1084,A+,M,22
44310,0.27,518,0+,M,13
44341,0.27,135,AB+,M,2
44917,0.27,1305,0+,Z,24
40728,0.26,60,A+,M,23
40864,0.26,1186,AB-,M,18
41008,0.26,233,0+,M,1
41420,0.26,547,0+,M,6
41687,0.26,1209,0+,Z,25
41695,0.26,401,0-,M,19
41805,0.26,1258,B-,Z,19
41878,0.26,86,0+,M,4
41954,0.26,290,0-,Z,18
41956,0.26,398,B+,M,26
42048,0.26,703,A+,M,26
42156,0.26,600,AB+,M,16
42214,0.26,637,0+,M,20
42259,0.26,427,0+,M,18
42437,0.26,410,AB+,M,11
43034,0.26,1116,0+,M,23
43047,0.26,336,A-,M,0
43180,0.26,672,B+,M,30
43634,0.26,949,A-,M,6
43811,0.26,527,0+,M,14
43864,0.26,1072,A+,Z,28
44277,0.26,1130,0+,M,25
44372,0.26,106,0+,M,20
44473,0.26,1327,0+,M,23
44481,0.26,527,B-,M,29
44872,0.26,725,0+,M,11
40524,0.25,1448,A+,M,16
40587,0.25,848,0+,Z,5
40611,0.25,1162,B-,M,16
40745,0.25,1264,A+,M,8
40842,0.25,473,0+,M,6
41014,0.25,965,B+,M,2
41252,0.25,998,B+,M,12
41838,0.25,1455,A+,Z,25
41975,0.25,865,A-,M,26
42047,0.25,837,A+,Z,12
42372,0.25,8,A+,M,26
42598,0.25,1013,0+,Z,3
42720,0.25,348,A+,M,9
42758,0.25,358,A+,M,23
42766,0.25,907,B+,M,10
42970,0.25,40,0-,M,19
43182,0.25,563,0+,M,1
43203,0.25,302,0+,Z,15
43425,0.25,481,A-,M,6
43673,0.25,1248,0+,M,19
43983,0.25,664,A+,M,21
44085,0.25,874,A+,M,6
44226,0.25,1071,0+,M,15
44456,0.25,457,0-,M,4
44727,0.25,522,B+,M,29
44780,0.25,1364,A+,M,23
44806,0.25,903,A+,Z,12
40443,0.24,1287,A+,M,9
40540,0.24,623,A+,M,22
40607,0.24,1196,B-,M,15
40684,0.24,710,0+,M,1
40890,0.24,54,A-,M,6
41063,0.24,678,0+,M,26
41312,0.24,413,0+,M,8
41376,0.24,1150,A-,Z,24
41585,0.24,1112,A-,Z,20
41751,0.24,1119,0+,M,23
42115,0.24,862,A-,Z,21
42476,0.24,405,A-,M,22
42486,0.24,1401,A+,M,16
42719,0.24,850,B-,M,6
42817,0.24,1102,0+,M,9
43001,0.24,1018,0+,M,29
43225,0.24,1023,A-,Z,20
43240,0.24,357,B+,M,30
43543,0.24,867,A+,M,24
43661,0.24,1491,B-,M,19
43680,0.24,725,0+,Z,22
43871,0.24,372,0-,Z,30
44191,0.24,1183,B-,M,18
44540,0.24,713,A+,M,21
44598,0.24,1362,A-,M,12
44708,0.24,895,0+,Z,28
44881,0.24,1170,A+,M,27
40544,0.23,1034,B+,M,28
40570,0.23,744,0-,Z,3
40967,0.23,436,A+,M,30
41001,0.23,1344,A+,Z,29
41120,0.23,531,0+,M,5
41135,0.23,477,A+,Z,30
41211,0.23,541,0-,M,0
41266,0.23,161,0-,M,19
41445,0.23,331,0+,Z,30
41765,0.23,1132,B+,M,23
42054,0.23,365,B+,Z,7
42090,0.23,1031,A+,M,23
42121,0.23,271,A+,M,2
42137,0.23,854,0+,M,0
42201,0.23,1402,0-,M,2
42405,0.23,764,A+,M,4
42440,0.23,1356,B-,Z,15
42641,0.23,43,B+,M,1
43050,0.23,570,A+,M,9
43393,0.23,873,A+,M,7
43668,0.23,573,A+,M,19
43727,0.23,715,B+,Z,2
43756,0.23,1532,B+,M,14
43867,0.23,363,A+,M,6
43921,0.23,1133,A+,M,19
43951,0.23,915,0+,M,16
44570,0.23,700,A+,M,18
44582,0.23,886,0-,M,8
44807,0.23,901,0+,Z,8
40632,0.22,566,0+,M,0
40650,0.22,765,0+,M,5
40665,0.22,918,B-,Z,11
40697,0.22,1178,B-,M,22
41047,0.22,1184,B-,M,10
41204,0.22,217,B-,M,14
41311,0.22,1168,0+,M,15
41538,0.22,553,A+,M,2
41547,0.22,593,0+,M,0
41973,0.22,1243,A+,M,0
41979,0.22,270,A+,M,9
41990,0.22,1577,A+,Z,29
42009,0.22,1548,A+,M,23
42019,0.22,420,A-,M,11
42055,0.22,295,A+,Z,15
42448,0.22,704,0+,M,8
42494,0.22,522,0+,Z,30
42509,0.22,175,B-,M,27
42532,0.22,549,0+,M,10
42571,0.22,1455,A+,M,26
42785,0.22,524,A+,M,24
42838,0.22,1451,A+,M,22
43108,0.22,152,A+,M,25
43127,0.22,1265,A-,M,16
43321,0.22,161,B-,M,1
43573,0.22,567,A+,M,17
43948,0.22,1415,A+,M,11
44335,0.22,64,A+,M,27
44366,0.22,156,AB-,M,3
44378,0.22,728,AB+,Z,25
44668,0.22,1189,0+,M,13
44750,0.22,985,A+,Z,28
40685,0.21,841,B-,Z,24
40975,0.21,1027,A+,Z,18
41487,0.21,1076,0+,M,24
41582,0.21,1053,A+,Z,26
41605,0.21,1200,A-,M,26
41684,0.21,202,0+,M,5
41783,0.21,1530,0+,Z,24
41835,0.21,127,B+,M,19
41982,0.21,1258,0+,M,11
42133,0.21,243,0+,M,10
42235,0.21,224,B-,Z,14
42364,0.21,979,A-,M,30
42400,0.21,68,A+,M,26
42691,0.21,153,0-,M,1
43409,0.21,1064,B+,Z,3
43436,0.21,1441,0+,M,1
43767,0.21,291,B-,M,27
43892,0.21,310,B-,Z,13
44060,0.21,641,0+,M,15
44271,0.21,1333,A+,M,16
44418,0.21,96,A+,M,20
44544,0.21,1536,0+,M,7
40694,0.20,519,A+,M,22
40730,0.20,1401,0+,M,12
40912,0.20,705,0+,M,5
40946,0.20,1318,AB-,M,28
40987,0.20,1475,0+,M,0
41065,0.20,1650,0+,M,18
41234,0.20,675,0+,M,27
41306,0.20,442,A-,M,30
41325,0.20,1034,0-,Z,22
41514,0.20,1449,0+,M,2
41729,0.20,510,0+,Z,19
41740,0.20,289,A+,M,26
41876,0.20,1153,A+,Z,12
41970,0.20,301,A+,Z,6
42241,0.20,52,0-,M,21
42435,0.20,1045,A-,M,7
42501,0.20,642,B-,M,25
42612,0.20,411,A+,M,17
42650,0.20,863,0+,M,13
42733,0.20,291,A+,M,15
43077,0.20,1142,A+,Z,27
43117,0.20,423,0-,M,28
43157,0.20,826,0+,M,14
43365,0.20,1076,0+,Z,8
44467,0.20,522,A-,M,7
44487,0.20,386,0+,Z,16
44634,0.20,1001,AB+,M,10
44877,0.20,1062,0+,M,23
44901,0.20,532,0+,M,10
40569,0.19,815,AB-,M,18
40613,0.19,1730,A+,Z,6
40735,0.19,854,A+,M,1
40840,0.19,107,AB-,M,27
40947,0.19,843,A+,Z,11
41025,0.19,1857,AB+,M,2
41123,0.19,517,0+,M,8
41380,0.19,1092,A+,M,28
41475,0.19,1564,A+,Z,13
41724,0.19,1738,A+,M,15
41834,0.19,1841,A+,M,16
42027,0.19,1140,A+,M,27
42317,0.19,392,A+,Z,16
42581,0.19,1107,0+,M,23
42716,0.19,1202,A+,M,28
42806,0.19,1808,0+,M,23
42889,0.19,1515,0+,M,14
42928,0.19,1296,A+,Z,13
42960,0.19,92,A+,M,17
43019,0.19,660,0+,M,29
43277,0.19,1390,0+,M,21
43460,0.19,1791,B-,M,2
43521,0.19,1886,0-,M,3
43617,0.19,1514,A-,Z,8
43732,0.19,334,0+,M,15
43823,0.19,1755,AB-,M,27
43885,0.19,549,A-,M,28
44059,0.19,1566,A+,M,7
44079,0.19,1778,0+,M,14
44625,0.19,1475,A-,M,12
44654,0.19,1727,0+,Z,17
44698,0.19,1261,AB+,Z,6
44716,0.19,1422,0+,M,30
44744,0.19,753,A-,Z,16
44865,0.19,289,0-,Z,30
44882,0.19,1891,AB+,M,25
40464,0.18,903,0-,M,26
40519,0.18,1035,A+,Z,10
40586,0.18,660,B-,M,30
40688,0.18,1818,A+,Z,20
40892,0.18,1440,A+,Z,6
41116,0.18,1549,0+,M,25
41190,0.18,67,0+,M,14
41428,0.18,1842,B+,M,22
41513,0.18,1577,0-,M,0
41600,0.18,107,A+,Z,3
41964,0.18,53,A+,Z,0
42071,0.18,1978,A-,Z,13
42095,0.18,1640,B+,M,7
42281,0.18,1497,A+,M,1
42485,0.18,967,0+,M,20
43148,0.18,1468,0+,Z,27
43166,0.18,498,B-,M,13
43875,0.18,1599,0+,M,29
44016,0.18,406,0+,M,28
44108,0.18,2031,A+,M,26
44360,0.18,129,A+,M,29
44383,0.18,1873,0+,M,1
44443,0.18,406,0+,Z,5
44507,0.18,552,A-,M,20
44569,0.18,883,0-,M,17
44725,0.18,468,B-,M,19
44829,0.18,228,A+,Z,3
40754,0.17,1656,0+,M,21
40856,0.17,221,0-,Z,15
41016,0.17,1054,A-,M,5
41078,0.17,278,AB+,Z,19
41143,0.17,1873,B+,M,19
41217,0.17,362,A-,M,24
41250,0.17,1267,0+,M,9
41454,0.17,357,B+,M,23
41657,0.17,1080,0+,M,12
41668,0.17,629,0+,Z,30
41948,0.17,502,0+,M,11
42083,0.17,1328,0+,Z,23
42233,0.17,1971,0+,Z,8
42549,0.17,815,A+,M,10
42632,0.17,1609,A+,M,7
42664,0.17,1931,0-,M,27
42819,0.17,1162,A-,M,16
43009,0.17,1437,B-,Z,21
43198,0.17,515,0-,M,23
43574,0.17,366,0+,M,15
43615,0.17,732,AB-,M,2
43984,0.17,871,B-,Z,11
44204,0.17,126,0-,Z,2
44402,0.17,850,0-,M,30
44863,0.17,1594,A+,Z,22
40475,0.16,1622,B+,M,4
40489,0.16,842,A+,M,6
40545,0.16,699,0-,M,14
40551,0.16,1406,A+,M,16
40656,0.16,1109,0+,M,16
40710,0.16,437,0+,Z,23
40910,0.16,844,0+,Z,10
41055,0.16,2078,B+,M,29
41207,0.16,330,0+,M,0
41852,0.16,40,B-,M,4
41898,0.16,2134,A+,M,23
41952,0.16,1047,A+,Z,9
42003,0.16,376,A+,M,9
42101,0.16,240,A+,M,10
42165,0.16,1169,0+,Z,23
42251,0.16,1945,0-,M,19
42256,0.16,251,B-,Z,14
42328,0.16,1946,A-,M,0
42454,0.16,525,A+,Z,30
42465,0.16,1676,A-,M,20
42580,0.16,1479,B+,M,30
42623,0.16,1833,A-,M,1
42789,0.16,225,0+,Z,11
42857,0.16,1169,A+,Z,14
42932,0.16,869,B-,M,15
43176,0.16,1919,A+,M,24
43201,0.16,1149,A+,Z,24
43222,0.16,1262,0-,M,28
43226,0.16,1684,AB+,M,30
43287,0.16,469,A-,M,12
43527,0.16,1712,0+,Z,6
43667,0.16,1567,A+,M,14
43751,0.16,600,0+,M,26
43764,0.16,2216,0+,M,14
43883,0.16,2168,A+,M,21
43987,0.16,1190,A+,M,18
44086,0.16,1804,0+,Z,14
44136,0.16,1152,0-,M,11
44358,0.16,903,A+,M,23
44394,0.16,2013,A+,M,15
44710,0.16,2177,A+,M,14
40603,0.15,895,B+,M,21
40667,0.15,316,B-,M,21
40782,0.15,1132,B+,M,30
40813,0.15,816,0+,Z,11
40816,0.15,115,A-,Z,3
40899,0.15,870,0+,M,21
41230,0.15,152,0+,Z,21
41253,0.15,621,B-,M,17
41452,0.15,2284,A+,Z,25
41498,0.15,649,A+,M,23
41527,0.15,273,0-,M,9
41559,0.15,25,A+,M,18
41839,0.15,560,0+,M,5
42062,0.15,2187,A+,Z,28
42562,0.15,1029,0+,Z,28
42865,0.15,122,A+,M,13
42876,0.15,178,B+,M,10
43164,0.15,1175,0+,M,18
43223,0.15,1491,B-,M,9
43236,0.15,44,A+,Z,26
43446,0.15,351,B-,M,27
43451,0.15,947,A+,Z,1
43709,0.15,1313,A-,Z,9
43877,0.15,912,A+,M,10
43972,0.15,1732,0+,M,6
44462,0.15,682,0+,Z,28
44534,0.15,1677,0+,M,20
44618,0.15,1539,A-,M,27
44777,0.15,349,A+,M,4
44897,0.15,264,AB+,Z,27
40618,0.14,2575,0+,M,12
40701,0.14,1698,B-,Z,23
40772,0.14,1048,0+,M,16
40845,0.14,1012,0+,Z,8
40872,0.14,2107,0-,Z,28
41004,0.14,2617,A+,M,8
41024,0.14,2422,0-,M,26
41032,0.14,1172,A-,M,1
41193,0.14,2241,0+,Z,26
41228,0.14,1955,B+,M,3
41342,0.14,1413,0+,Z,30
41534,0.14,2264,0+,M,29
41541,0.14,602,0+,M,4
41607,0.14,1896,A+,Z,13
42006,0.14,1394,A+,M,12
42032,0.14,1703,A+,Z,20
42064,0.14,376,A-,M,21
42176,0.14,502,B-,M,29
42385,0.14,331,0+,M,4
42592,0.14,734,0+,Z,14
42657,0.14,1495,0+,M,17
42850,0.14,716,A+,Z,19
42902,0.14,2025,0+,Z,13
43310,0.14,47,A-,M,28
43507,0.14,994,0+,Z,9
43648,0.14,1126,0-,M,7
43651,0.14,2390,A+,M,28
43856,0.14,1416,A-,M,26
43989,0.14,1739,B+,Z,27
44034,0.14,1329,A+,M,23
44046,0.14,214,0+,M,23
44092,0.14,1997,A+,M,7
44170,0.14,2437,A+,Z,7
44367,0.14,1497,AB+,Z,24
44401,0.14,1316,AB+,M,19
44417,0.14,1103,A+,M,9
44565,0.14,487,A-,Z,10
44772,0.14,2258,A-,M,13
44792,0.14,1211,A-,M,9
44796,0.14,2020,0+,Z,5
40467,0.13,114,A+,Z,17
40834,0.13,1584,0-,M,28
40853,0.13,458,0+,M,24
40915,0.13,1088,0+,M,30
41060,0.13,2850,0-,M,17
41094,0.13,940,A-,M,0
41157,0.13,134,A+,Z,7
41216,0.13,57,0+,M,10
41362,0.13,1820,A+,Z,7
41561,0.13,1998,A+,M,2
41619,0.13,2547,0+,M,16
41662,0.13,565,0+,M,14
41991,0.13,2527,AB-,M,5
41997,0.13,1330,0+,M,19
42039,0.13,2575,0-,Z,6
42078,0.13,2879,0+,M,8
